title,organisation,lat,lon,region
Split Apple / Towers Bay,,-41.0218,173.0173,Nelson Marlborough
Tawera,Macbeth enterprises,-40.4083,175.8822,Wellington
Summit Otangaroa,Summit Forests New Zealand Limited,-35.1693,173.5634,Northland
Summit Mokau ,Summit Forests New Zealand Limited,-35.1627,173.6817,Northland
Summit Omahuta,Summit Forests New Zealand Limited,-35.2154,173.6131,Northland
Summit Kahikatea,Summit Forests New Zealand Limited,-35.165,173.41,Northland
Summit VanCrasbeek,,-35.0858,173.4067,Northland
Glenbervie Pest Control,,-35.6685,174.337,Northland
Astrolabe Farm,Astrolabe Wines,-41.4843,173.9625,Nelson Marlborough
Little Forest of Kai,,-35.7695,174.5315,Northland
Sundrum,,-44.0114,171.1849,West Coast
Mataraua predator control programme,MFM (NZ),-35.5995,173.6868,Northland
Woodbury Domain,Pestfree Woodbury,-44.0356,171.2122,West Coast
Titirangi Urban Sanctuary - Formerly STNN,Titirangi Urban Sanctuary,-36.9489,174.6588,Auckland
Lake Tekapo East 1,Lake Tekapo Wildlife Managers,-44.0068,170.4966,West Coast
Onerahi,Onerahi bird lover's,-35.7742,174.3641,Northland
Kaiteriteri Mountain Bike Park,Kaiteriteri Mountain Bike Park ,-41.0457,173.0009,Nelson Marlborough
Predator Control Project - Christchurch Botanic Gardens (City Council),,-43.5309,172.6213,Canterbury
Hikutai South Trapping,Hikutai South Trapping,-42.7131,171.0498,West Coast
Urenui Estuary,Te Rūnanga o Ngāti Mutunga,-38.9916,174.393,Unknown
Kimberly Reserve,Predator free Taupo,-38.6945,176.0917,Waikato
Seeley Gully,Predator Free Hamilton,-37.7841,175.2922,Waikato
Predator Free Johnsonville Reserves,Wellington City Council,-41.2274,174.7861,Wellington
Upper Pungaere Trappers,Kiwicoast/NRC,-35.1936,173.8238,Northland
Peach Orchard Predator Hunters,,-35.4698,174.298,Northland
Te Maika,Fish and Game,-38.0995,174.768,Waikato
Mitchell St,Nick,-41.304,174.7605,Wellington
Tiromoana,Pest Control Solutions,-43.1001,172.8537,Canterbury
That Trapping Operation ,,-37.7005,175.9492,Waikato
Little Gully Stream,Totara Ridge,-43.726,172.778,Canterbury
Whakapiki te mauri o Pukearuhe ,Community Waitākere,-36.8757,174.5994,Auckland
Gorge Lower True Right,Orari River Protection Group,-43.9469,171.1975,West Coast
Gorge Original/ Manual Line,,-43.9277,171.1904,West Coast
Kaiaka Landcare,Kaiaka Landcare,-35.0684,173.4003,Northland
KNE Totara Mahanga,TRC,-39.1674,174.3343,Unknown
Hingaia Peninsula,,-37.077,174.9169,Auckland
Mangatangi Maramarua Catchment,Maramarua Catchment Group,-37.1844,175.2302,Auckland
Aka Aka,Predator Free Franklin,-37.283,174.7964,Auckland
Akerama mudfish wetland,,-35.4996,174.1661,Northland
No More rats,,-39.0782,174.1213,Unknown
Tikao Bay,Tikao Bay Boat Club,-43.796,172.9161,Canterbury
Otohi Stream Catchment Predator Control,Thames Coast Protection Society,-37.0686,175.5257,Auckland
Toms House,,-41.2922,173.8439,Nelson Marlborough
Joanna Wickham Biofund 2020-23,,-35.7105,173.63,Northland
Hauraki Gulf Islands ,Auckland Council,-36.7398,175.0032,Auckland
Tuakau,Predator Free Franklin,-37.2587,174.9326,Auckland
Makirikiri Reserve,Te Kauru,-40.2284,176.0941,Wellington
Predator Free Herne Bay ~ Ponsonby,Urban Ark – Manawa Taiao,-36.8486,174.7405,Auckland
Towards Predator Free Franklin - Cameron Town Road,,-37.2542,174.8852,Auckland
ADRG,ADRG Whitford,-36.9541,175.0108,Auckland
Four Peninsulas,Marlborough Sounds Restoration Trust,-41.2283,173.9994,Nelson Marlborough
Gdubs Place,,-37.1912,175.0443,Auckland
KNE Fisher Family Bush #2,TRC,-39.31,173.9287,Unknown
Waiwhetu Traps CWSNZ,Conservation Volunteers NZ,-41.2299,174.9162,Wellington
River Road Broadlands,Predator free Taupo,-38.5936,176.2861,Waikato
Rainy Creek Ecological Restoration Programme,West Coast branch Forest and Bird,-42.1834,171.9171,West Coast
Waipu Caves Farm Park,Waipu Caves Farm Park,-35.9349,174.3686,Northland
Makaroro PCA,Baytrap Ltd,-39.7941,176.2489,Wellington
Cable Bay Adventure Park,Nelson City Council,-41.207,173.4337,Nelson Marlborough
Muriwai-Te Henga Walkway (OLD DONT USE.  USE Muriwai-Te Henga Walkway Loop),,-36.8633,174.4345,Auckland
Amblethorn Kahikatea Restoration,The Conservation Company,-40.0534,176.7643,Unknown
Te Mu Pest Control,Te Mu Community Residents,-38.2079,176.3592,Waikato
PF Seton Nossiter Park ,WCC,-41.214,174.8236,Wellington
"Tauanui predator control, Wairarapa Forests ",Greater Wellington Reginal Council ,-41.4045,175.2705,Wellington
"Hiwinui predator control, Wairarapa Forests",Greater Wellington Reginal Council ,-41.3226,175.3565,Wellington
omarodent,,-41.2412,174.7946,Wellington
KNE Mac's Bush,,-39.1109,174.2824,Unknown
Kaitieke Traps,2 people doing some trapping on DOC Raurimu Scenic Reserve,-39.1193,175.3729,Unknown
Jess Fancy Home,,-39.5879,174.2742,Unknown
PFbackyard,,-39.6782,176.8801,Unknown
Totara North-Taratara Pest Control,Ko Nga Toa Tiaki conservation warriors,-35.074,173.6604,Northland
Waiuku East,,-37.2402,174.7414,Auckland
491 Hursthouse Rd ,None,-39.11,174.2006,Unknown
Trapping regional Ashhurst Pohangina,RECAP,-40.1698,175.8247,Wellington
Spa Park Trapping,Predator free Taupo,-38.6741,176.0889,Waikato
Onewhero,Predator Free Franklin,-37.3251,174.9014,Auckland
Maungakiekie halo area,Maungakiekie Songbird Charitable Trust,-36.8984,174.7823,Auckland
Crownthorpe PCA,Baytrap Ltd,-39.5695,176.5838,Unknown
Glen Acton,,-35.8224,174.2913,Northland
Taranaki Young People's Trust,Taranaki Young People's Trust,-39.0603,174.0774,Unknown
Humpridge Track & WJet Stoat Trapping Partnership,Tuatapere Humpridge Track,-46.1748,167.3083,Southland
Totara Heights Manurewa ,Bush Guardians Totara Heights ,-36.997,174.8989,Auckland
Mangatahi PCA,Baytrap Ltd,-39.6154,176.4895,Wellington
Flag Range PCA,Baytrap Ltd,-39.5084,176.6569,Unknown
Pfmatata,Matata School,-37.8886,176.7547,Bay of Plenty
133 Predator Free,,-42.4799,171.2603,West Coast
Otari Demo Project,Groundtruth.co.nz,-41.2671,174.7508,Wellington
Firth Boys,Personal,-39.0923,174.0922,Unknown
Waorahi Kaitiaki,Piroa-Brynderwyns Landcare,-36.0631,174.548,Northland
Pukenui Trapping ,Private ,-35.7292,174.2889,Northland
Lynfield Halo Network,Friends of Wairaki Stream,-36.9262,174.7192,Auckland
Nelson Port Hills,,-41.2724,173.2676,Nelson Marlborough
Tamahere Reserve Restoration,Tamahere Reserve Restoration,-37.8279,175.3628,Waikato
Ayrlies Biodiversity Project,Ayrlies Gardens and Wetlands Trust,-36.9165,174.9717,Auckland
Boons Valley Apiary Birds and Bees,Boons Valley Boutique Honeys,-41.2955,174.0452,Nelson Marlborough
Craters Trapping,Bike Taupo and Huka Trapping,-38.6417,176.0705,Waikato
Paerata,Predator Free Franklin,-37.1555,174.9049,Auckland
Bee Bush Rd Possum Eradication,Stacey and Matt Le Noel,-35.9803,173.9751,Northland
Nelson Christian Academy Trapping,Nelson Christian Academy ,-41.3166,173.2437,Nelson Marlborough
Norfolk Road Ratters,Orewa College,-36.6308,174.7298,Auckland
Pukete Neighbourhood House,,-37.7412,175.2344,Waikato
Pukekohe,Predator Free Franklin,-37.2099,174.9078,Auckland
Pukekawa,Predator Free Franklin,-37.3261,175.0056,Auckland
111 Kaiatea Road,,-35.6257,174.4469,Northland
Ahuriri Estuary ,Department of Conservation community groups,-39.459,176.8564,East Coast
Trevor Gorrie Biofund 2020-23,,-35.6728,173.6379,Northland
Hillary Outdoors,Hillary Outdoors Education Centre Tongariro,-39.0341,175.5603,Unknown
Stephens Bay Wetland ,Stephens Bay Wetland Restoration Project,-41.0468,173.0149,Nelson Marlborough
Predator Free Swanson / Waitakere,Predator Free Swanson / Waitakere,-36.8719,174.5181,Auckland
Little Bush,Napier Branch Forest and Bird,-39.3183,176.5361,East Coast
Poraiti Community trapping group,HBRC,-39.4922,176.8335,East Coast
Taramoukou Ki Uta Protection Project,Ngati Mutunga,-39.1001,174.3878,Unknown
Rotokauri Pest Patrol,,-37.7678,175.2086,Waikato
Matuku,Lincoln Envirotown Trust,-43.6479,172.4843,Canterbury
Oban Street Trapping,,-41.2576,174.7767,Wellington
Acadia Rd Paparoa : COMPLETED WORK,Eco-land Ltd,-36.0494,174.2525,Northland
Parua Bay Possum Trappers,,-35.7691,174.4738,Northland
Bushy Beach trapping ,Oamaru Blue Penguin Colony ,-45.1235,170.9777,Otago
Ridgemount PCA,Baytrap Ltd,-39.1635,177.0563,East Coast
Big Hill Predator control,Baytrap Ltd,-39.5782,176.3585,Wellington
RAL Predator Free,Ruapehu Alpine Lifts,-39.2535,175.5497,Unknown
Kourawhero Conservation Group,Kourawhero Pest Control Group,-36.4243,174.5739,Northland
446 Moores Valley,,-41.2476,174.9839,Wellington
Upper Omotumotu valley trapping group,,-42.4975,171.2445,West Coast
Deep Dell Macraes,,-45.3608,170.3341,Otago
Pine Valley Trapping,Pine Valley Trapping,-41.5356,173.5423,Nelson Marlborough
Waihao Downs,Waihao Fields Ltd,-44.7858,170.9183,Otago
LoRa Gateway Tests,,-41.3157,174.787,Wellington
Barnett Park,Community Project,-43.5726,172.7368,Canterbury
Wasp Wipeout - Craigieburn,Conservation Volunteers New Zealand,-43.174,171.7203,West Coast
Lil Slice ,,-39.1688,174.1344,Unknown
Okupe Ecology Group,Okupu Community Trappers,-36.2601,175.4388,Unknown
Predator Free Avalon Boulcott,Predator Free Avalon Boulcott,-41.1978,174.9337,Wellington
Blackjack 2021,,-36.7178,175.7346,Unknown
Bradley,Private,-46.4364,168.2942,Otago
love our little blues,Tasman Bay Penguins,-41.0461,173.0201,Nelson Marlborough
Home,,-41.0033,173.0072,Nelson Marlborough
Tangowahine valley,Waiwera Station Ltd ,-35.7575,173.8852,Northland
Wharehine Ducktales,,-36.338,174.4321,Northland
 Te Ana a wai  / Tengawai,Department of Conservation,-44.2577,171.0762,West Coast
Waihi Peaks Junction,,-44.0249,171.2161,West Coast
Church Hill Gardens & surrounding parks,Individual,-41.2821,173.2831,Nelson Marlborough
Whakatipu Māhia; Scenic Reserve,Hawke's Bay Regional Council,-39.1339,177.8794,East Coast
Wellington Forest Monitoring,Wellington City Council,-41.3017,174.7368,Wellington
Goldfield Heights Queenstown,Private,-45.0232,168.6955,Otago
Skelton Waiotira Farm ,,-35.9098,174.2152,Northland
Matauri 1405 ,,-35.0458,173.8984,Northland
Kōnini Conservation Project,Kōnini Conservation Project,-43.6847,172.9749,Canterbury
Ta kiri te ata ,,-45.0421,168.9545,Otago
Taramoukou,Ecotechnz Ltd,-39.0935,174.4066,Unknown
Hamilton Boys High School,"Predator Free Hamilton, Hamilton Boys High School",-37.786,175.2941,Waikato
Strathean protection,Strathean Retreat Centre,-40.7923,175.1527,Wellington
Private backyard trap,I got the trap delivered from Predator Free NZ,-45.8542,170.4783,Otago
Crown Terrace Control,Royalburn Station,-44.9829,168.8927,Otago
Point Bush Ecological Restoration Project,Point Bush Ecological Restoration Trust,-44.7364,171.0032,Otago
Mangaonua Gully ,Predator Free Hamilton ,-37.796,175.3323,Waikato
Norwood St,,-45.8389,170.5493,Otago
Mistake valley,Te Manahuna Aoraki,-43.7507,170.4546,West Coast
Sinclair road,Private,-45.3743,167.7965,Otago
Predator free lifestyle,,-40.1999,175.3944,Wellington
Wattle Downs Manurewa,Wattle Downs Residents & Ratepayers Pest Control Group,-37.0487,174.8859,Auckland
Puriri protector,,-37.2504,174.8612,Auckland
Dead possum society,,-37.9917,175.1988,Waikato
Mt Hutt / Awa Awa,Hunters for conservation ,-43.5532,171.5259,West Coast
Southern Cross ,,-36.8605,174.8429,Auckland
Thackrays Hall,Thackrays Hall,-37.629,175.7615,Waikato
1986 Te Moana Road,Private forest owner,-44.0445,171.0355,West Coast
Paradice Possum Trapping Avondale,Paradice Entertainment Avondale,-36.9056,174.7001,Auckland
Wildside,Banks Peninsula conservation trust,-43.8174,173.075,Unknown
Maungawhau Ecological Halo,Maungawhau Ecological Halo,-36.8756,174.7648,Auckland
Predator Control Centennial Park,J3 predator control,-44.3936,171.2091,West Coast
40 plus,private residence,-36.6029,174.659,Auckland
Todd Valley,Nelson Halo,-41.2168,173.3427,Nelson Marlborough
Kellys Conservation Forest,Kellys Conservation Forest,-41.3096,173.2652,Nelson Marlborough
PfP Wellington South Coast ,F&B Places for Penguins,-41.3452,174.7764,Wellington
Gilbert,,-39.0599,174.0823,Unknown
Matapiro PCA,Baytrap Ltd,-39.5803,176.6968,Unknown
Hamilton East School,,-37.7866,175.2901,Waikato
Susan and Curly's Trap,Personal,-36.489,174.5236,Northland
Glenmore Road,Pest Free Coatesville,-36.7343,174.6564,Auckland
Wilson Gully,Private,-37.875,175.3399,Waikato
Kawera Road,Baytrap Ltd,-39.5382,176.7416,Unknown
Ngaro,,-39.2006,174.2755,Unknown
Tikorangi Wild,,-39.0409,174.3104,Unknown
Long Bay Reserve,Forest and Bird,-36.7454,175.48,Auckland
Edwards Road Land Protectors Pest Control  ,Edwards road land protectors.,-35.1399,173.4405,Northland
RML Home,RML trapping,-39.5945,176.9374,Unknown
RML beach,RML trapping,-39.5889,176.9395,Unknown
Shelter Grove Gully,,-39.096,174.066,Unknown
Summit Smedleys,Summit Forests New Zealand Limited,-35.1553,173.78,Northland
Summit Wiseman,Summit Forests New Zealand Limited,-35.2106,173.3039,Northland
Hinemaiaia River,Taupo Fishing Club,-38.8542,176.0303,Unknown
Ōhinemahuta Forest Protection,Department of Conservation- Renwick Office,-41.4587,173.7044,Nelson Marlborough
Hokonui Runanga trapping,Hokonui Runanga,-46.1152,168.9178,Otago
KTR,Marian Catholic School Enviro,-37.7896,175.2956,Waikato
Morris Road Native Strip,Chain Hills Helpers,-45.8967,170.3748,Otago
Otangaroa Work Group,Otangaroa Work group,-35.1212,173.5676,Northland
Mangamaio Kiwi,Private,-38.9985,174.5088,Unknown
 Castledown's Wetlands,Rural Women ,-45.8369,168.2854,Otago
Pest Free Bayswater Peninsula,Restoring Takarunga Hauraki,-36.8145,174.7763,Auckland
Jason's rat trap,Jason Quickenden ,-39.0797,174.0487,Unknown
Motutapu island (Wasp Wipeout),CVNZ,-36.777,174.8854,Auckland
Tamawhariua Ki Te Rereatukahia Manawhenua,,-37.6267,175.8765,Waikato
Te Hoiere Bat Recovery Project,Forest & Bird,-41.2788,173.572,Nelson Marlborough
Glenorchy ,N/A,-39.6878,176.546,Unknown
Lake Johnson,,-45.0011,168.733,Otago
Rural awarua beef farm ,Legendairies,-46.5255,168.3645,Southland
The Wedge,Marlborough Sounds Restoration Trust,-41.2654,173.9996,Nelson Marlborough
4377 ,,-39.3971,174.302,Unknown
Huiroa Rat Lure Trial,Feral Control,-39.2453,174.4787,Unknown
Tomarata -Te Arai Predator Control Zone,Conservation Coast,-36.1902,174.6346,Northland
Cameron creek - PFW,Cardrona Alpine Resort and Predator Free Wānaka,-44.688,169.1886,Otago
Pakiri Predator Control Zone,,-36.2172,174.6788,Northland
Kaiaua,,-37.0777,175.2869,Auckland
Whakapapa Village pest control,,-39.1937,175.5345,Unknown
Contact Energy Wairakei Steamfield,Call of the Wild LTD,-38.6205,176.0686,Waikato
Contact Energy Ohaaki Steamfield,Call of the Wild LTD,-38.5237,176.3009,Waikato
Contact Energy Karapiti Farm edge,Call of the Wild LTD,-38.6589,176.0694,Waikato
Otukaikino,Otukaikino Wildlife Management Reserve,-43.4327,172.6443,Canterbury
NZ Native Plant Nursery,NZ Native Plant Nursery Ltd,-37.1666,175.0674,Auckland
Waterview,,-36.8247,174.7879,Auckland
26 Marine Drive Diamond Harbour,personal,-43.6299,172.7378,Canterbury
Duck Creek Forestry & Wetland ,Rayonier Matariki Forests,-37.0794,175.8347,Waikato
Huiroa Lure Trial,,-39.2451,174.4624,Unknown
Bullock Track Restoration Project,Royal Forest and Bird Protection Society NZ Inc.,-36.8647,174.7294,Auckland
Pest Free Ararata,,-39.5267,174.3502,Unknown
Rangiwahia Scenic Reserve,Rangiwahia Community Committee,-39.9039,175.9078,Wellington
Matata Lagoon,Matata Public School,-37.887,176.7559,Bay of Plenty
Matata Public School,Matata Public School,-37.8936,176.7595,Bay of Plenty
41 Park Point Drive,,-36.8048,174.9883,Auckland
Whakamoenga East ,Private small project ,-38.7339,176.0132,Unknown
Underwood Block ,Kaipara Forest Conservation Trust,-35.9152,173.9391,Northland
Possum Bait Stations,Hawkes Bay Regional Council,-40.1832,176.4967,Wellington
Summit Kohumaru,Summit Forests New Zealand Limited,-35.0842,173.5841,Northland
Bradley's Sons farm,,-39.5609,174.1848,Unknown
37 Dorking Road,,-41.3067,174.7675,Wellington
Patea Area School pest control,Patea Area School,-39.7605,174.4824,Unknown
447 Parklands Rd,,-38.0402,175.4511,Waikato
Drury,Predator Free Franklin,-37.1055,174.9835,Auckland
1250 mangorei road,,-39.1517,174.0759,Unknown
Peel Forest Park Scenic Reserve Trapping,Project Peel ,-43.9024,171.2387,West Coast
Tenahaun Trappers,Project Peel ,-43.6951,171.1637,West Coast
Predator Free Geraldine,Geraldine Trapping Alliance Trust,-44.1345,171.2392,West Coast
Kia Ora Road Traps,Private Trap Inititive,-36.8014,174.6963,Auckland
Ocean Beach Landcare - Pest Control Group,Ocean Beach Landcare,-35.8405,174.5707,Northland
Awhitu - Community Trapping,Awhitu Landcare,-37.1386,174.6269,Auckland
rat free golf course and gardens,,-36.6162,174.7952,Auckland
1A O'Brien road,Private,-36.8083,175.0582,Auckland
Bring Back the Seabirds,Forest and Bird,-45.8944,170.6533,Otago
Predator Free Wellington High School,,-41.2526,174.8079,Wellington
Pukenui Estate,Pukenui Estate Residents Assn,-35.7332,174.289,Northland
OneFortyOne,,-41.5299,172.8624,Nelson Marlborough
Orari Gorge Scenic Reserve predator control,Hunters For Conservation,-43.9833,171.1806,West Coast
Pitone,,-39.1784,173.9207,Unknown
T-Rex Trap trial,Mangaiti Gully Restoration Trust,-37.7353,175.2806,Waikato
Geraldine Golf,Orari River Protection Group,-44.1078,171.2854,West Coast
Orari River Road,Orari River Protection Group,-43.9324,171.195,West Coast
Ivon Wilson Park,,-45.4291,167.7193,Otago
Kapu Grove,Family,-39.0851,174.0325,Unknown
RotoruaPete's Backyard Trap,,-38.1483,176.2135,Waikato
Bream Bay College Trapping,Bream Bay College,-35.8774,174.4584,Northland
Kererū Trappers,,-35.2876,174.0875,Northland
Smart Road Bush,Hamish Roper,-39.0979,174.1113,Unknown
Lowes/Allen's Bush Scenic Reserve,Department of Conservation,-40.9975,175.5946,Wellington
Hanmer Trapping ,Te Tihi O Rauhea Hanmer Springs Conservation Trust,-42.5107,172.8283,Canterbury
TFC Mapara Wetlands,"Predator Free Taupo, Taupo Fishing Club",-38.689,175.9914,Waikato
Schooner Bay Community Trappers,Schooner Bay Trappers,-36.3066,175.4589,Unknown
Felsted,Private ,-36.9235,174.7815,Auckland
Rangitaiki Wetland Restoration,Waikakariki Limited,-38.3871,176.7301,Bay of Plenty
Summit Maungataniwha,Summit Forests New Zealand Limited,-35.1835,173.5446,Northland
Tuhitarata,DOC,-41.295,175.2738,Wellington
Home Farm,,-37.0985,175.2892,Auckland
razz block A1,private,-38.7199,174.6598,Unknown
Riversdale Stoats,Riversdale Ratepayers Assoc,-41.0937,176.0706,Wellington
razorback,,-37.195,174.9959,Auckland
Ahikouka,Private Landowner,-41.0735,175.4874,Wellington
Karaka North,,-37.074,174.8829,Auckland
Wairau river bank,,-41.5786,173.4974,Nelson Marlborough
OBRA Waiheke,,-36.79,175.0833,Auckland
90 Pineleigh,Private,-39.496,176.8346,East Coast
Wharau Road Trappers,,-35.2064,174.0468,Northland
James Tayler,,-36.6438,174.7378,Auckland
Pukatea  Reserve,Pukatea Protectors,-41.23,173.3212,Nelson Marlborough
You dirty Rat Challenge,Kamo Primary School ,-35.6847,174.3142,Northland
Lake argyle,Trustpower,-41.6715,173.2066,Nelson Marlborough
"Stoney Creek Predator control, Wairarapa Forests ",Greater Wellington Reginal Council ,-41.414,175.4552,Wellington
Te Mata Park,Te Mata Park Trust Board,-39.6977,176.9013,Unknown
Jennifer and Ken Horner's,Oakley trapping,-39.5468,174.3194,Unknown
Jennifer and Ken Horner's,Oakley trapping,-39.5468,174.3194,Unknown
Gilead Retreat Trapline,,-41.174,175.5893,Wellington
The Kowhai,,-38.6835,177.7735,East Coast
Hidden Valley Conservation Trust,Hidden Valley Conservation Trust and Manaaki Mai,-43.6478,172.7711,Canterbury
Awakura - Red River,Department of Conservation,-40.3664,176.3389,Wellington
Airlie,,-40.1101,176.5288,Unknown
Te Umuopua Station,,-40.0932,176.3543,Wellington
Papakihau Station,,-40.2197,176.7032,Unknown
Sanctuary Mahi Whenua,Sanctuary Garden - Mahi Whenua,-36.8773,174.7055,Auckland
Whakangau,,-40.2331,176.7,Unknown
MERRA Animal Pest Control Programme,Mahurangi East Residents & Ratepayers Association,-36.4739,174.7314,Northland
Rat trap in Apotu Rd,,-35.6365,174.288,Northland
Hutchinson reserve,,-39.2727,176.5478,East Coast
Medway Trust,,-40.0118,176.6961,Unknown
Albany Senior High School,Albany Senior High School,-36.7302,174.6948,Auckland
Waihue Road Possum Eradication,Stacey and Matt Le Noel,-35.8207,173.8075,Northland
Arethusa Pest Control,,-34.8248,173.1047,Northland
Waitangi Stream ,,-37.2296,174.7427,Auckland
Victoria Street Project ,,-37.3984,175.8379,Waikato
Tukituki wetlands ,Rhys llewellyn ,-39.5991,176.9366,Unknown
Bellamy Mahanga,Derek Bellamy,-39.9234,176.511,Unknown
Wright Road Trapping,,-36.3429,174.6753,Northland
City Sanctuary - Predator Free Dunedin ,Dunedin City Council ,-45.8996,170.4249,Otago
Dave's back yard,,-44.3919,171.2211,West Coast
Caroline Downs,,-45.8326,168.4082,Otago
Gale Farm,N/A,-39.3963,176.8317,East Coast
Eskdale Hall,,-39.393,176.8397,East Coast
Maorirua,Craig Family,-46.3182,168.7797,Otago
Te Korowai Ratters,Te Korowai o Waiheke,-36.7908,175.0293,Auckland
Surfdale Trappers,Te Korowai O Waiheke,-36.7904,175.0296,Auckland
Otahuna Reserve Animal Pest Project,Christchurch City Council,-43.652,172.6129,Canterbury
Whangamumu / Elliots,Gaurdians of the Bay / Project Island Song,-35.2689,174.2737,Northland
Newton Road,,-35.747,174.2173,Northland
Mairehau ,,-43.4974,172.6425,Canterbury
Murray,,-39.1475,174.0598,Unknown
Te Mara Traps,,-39.0618,174.0958,Unknown
Brooklands Pest Suppression,Brooklands Pest Suppression,-43.4096,172.6956,Canterbury
Paewhenua Island Conservation Project,Paewhenua Island Residents' Society,-35.0054,173.5492,Northland
Kerikeri Plant & Food Research,Mid North Kiwi Coast,-35.1778,173.9294,Northland
Gale Shed,,-39.3925,176.8389,East Coast
Mel and Dave,,-39.3926,176.8404,East Coast
Caravan Park,,-39.3906,176.8401,East Coast
Manaaki Mai,Manaaki Mai,-43.6487,172.7656,Canterbury
Mapua Trapping,Private,-41.2439,173.0828,Nelson Marlborough
Makaretu Valley Restoration Project,Manaaki Ruahine - Makaretu Valley,-39.9901,176.1327,Wellington
Tiki Trapping,Jeremy Scott,-36.7628,175.5012,Auckland
Wild about Te Atatu - Te Atatu South,Community Waitakere,-36.8709,174.647,Auckland
McMillans Trapping,,-37.7066,176.0899,Waikato
WCA Predator Control,Whatanihi Community Association,-41.2297,173.8469,Nelson Marlborough
Two Chain Predator Free,,-43.5934,172.3306,Canterbury
Little River Trap Library,Little River Trap Library,-43.7863,172.8142,Canterbury
Bronte Road Recovery,Bronte Road West Residents,-41.2803,173.0513,Nelson Marlborough
Cochrane Ave,,-36.6383,174.7427,Auckland
Cochrane Ave,,-36.6408,174.7424,Auckland
Catch 'Em All #1,Catch Em All,-35.1156,173.2738,Northland
Hobson Bay Pest Termination,,-36.8641,174.7897,Auckland
Three Lions Estate - Matahui Rd,Community Group,-37.5867,175.9702,Waikato
Kaiaho Point Trapping and Habitat Protection,NatureWorks,-41.188,174.026,Nelson Marlborough
Flanshaw Road School - Treasure Island,Community Waitakere - Project Twin Streams,-36.8633,174.6377,Auckland
Multi - K,,-43.716,172.7533,Canterbury
Mangemangeroa Reserve,Friend of Mangemangeroa,-36.9187,174.9394,Auckland
Kaiteriteri Reserve Campground perimeter,Kaiteriteri Recreation Reserve,-41.0361,173.0158,Nelson Marlborough
Predator free 790 Hot Water Beach,Hot Water Beach TOP10 Holiday Park,-36.8896,175.8145,Unknown
Smithville Rd,,-35.6964,174.2786,Northland
Queenstown Park Station,Queenstown Park Station,-45.0171,168.8328,Otago
Rangitukua Scenic Reserve,,-38.8771,175.769,Unknown
KNE McNeils,TRC,-39.1118,173.9984,Unknown
Cable Bay Adventure Park,Cable Bay Adventure Park Limited,-41.2081,173.4305,Nelson Marlborough
Lower Kaipikari,Lower kaipikari road residents,-38.9967,174.3783,Unknown
burma rd,,-35.0853,173.4794,Northland
BHCT Load the road,Bream Head Conservation Trust,-35.8414,174.5558,Northland
Highlands,M.A.D Conservation Services,-41.0557,172.9762,Nelson Marlborough
Alter-natives nursery ,Alter-natives nursery ,-35.7461,174.325,Northland
Waianiwa,,-46.2944,168.2481,Otago
Jones farm Mangakaretu road,Trap It,-35.2276,173.8269,Northland
Kohinui Caretakers,Kohinui Landcare and Caretakers,-35.7575,174.4389,Northland
Moreton Road,,-41.0526,175.5533,Wellington
Pigeon Gully,Whiriwhiri Predator Control,-37.3106,174.727,Auckland
Atticus,Private,-35.7227,174.37,Northland
MET-Predator Free,Muriwai Environmental Trust (MET),-36.7998,174.4523,Auckland
Patua Ngangara,Kia Rite,-38.6913,176.0542,Waikato
Comac Contracting,CoMac Contracting Ltd,-37.2192,174.7502,Auckland
Predator Free Discombe ,,-37.8637,175.4077,Waikato
Waihoihoi River,,-36.0086,174.4284,Northland
51 Needham Road,,-37.1558,174.9262,Auckland
Pukekauri Hunua,,-37.0763,175.0464,Auckland
TAS year 9 and 10 Outdoor Education ,Taihape Area School,-39.677,175.8065,Wellington
"20 Clemo road, Kiripaka",,-35.6454,174.4302,Northland
Twin Lakes,,-37.4158,175.0462,Auckland
Bay of Islands College,Papa Taiao Earthcare,-35.3813,174.0766,Northland
Sailors Grave,,-36.969,175.8446,Unknown
Mangaonua - Kirikiriroa/Hamilton,,-37.7999,175.3337,Waikato
Otiranui 2,Otiranui Guardians,-39.453,175.3268,Unknown
Wairakei Village Trapping project,"Predator Free Taupo, Wairakei Primary School",-38.6173,176.1018,Waikato
Onawe Peninsula ,Pest Free Banks Peninsula,-43.773,172.9268,Canterbury
williams 2,Kina Bird Song,-41.2066,173.0481,Nelson Marlborough
Kowi Lakes subdivision in One Tree Point,,-35.8285,174.4537,Northland
Puketona Junction Trappers,Kiwi Coast,-35.2978,173.962,Northland
Lake front trapping project,"Predator Free Taupo, Tauhara Collage ",-38.7364,176.066,Unknown
Pohatu Winter Possum lines,PPC- Pohatu Predator Control,-43.8585,173.0053,Unknown
Sustainable Paremoremo Predator Free,Sustainable Paremoremo,-36.747,174.6614,Auckland
1044 Awitu,,-37.1843,174.6617,Auckland
Whio Awheo Wainui River Project,,-37.7047,175.9461,Waikato
140 Foley Quarry Road,,-36.699,174.6855,Auckland
Hahei trapping network,Hahei Village Trapping Network,-36.8416,175.8054,Unknown
Hahei Reserves management group,Hahei reserves management group,-36.8351,175.7992,Unknown
Island Bay 350,,-36.3386,175.5093,Unknown
Te Kainga o ngā Wairere,Fives Falls Ltd,-38.7567,174.6984,Unknown
Las Palmas,,-37.8322,175.2944,Waikato
